site_uid,datetime,nitrate_con,r_exc,m_exc,temp_water,ph,spec_cond,diss_oxy_con,diss_oxy_sat,chloro_v,chloro_con,turbi_mean,turbi_var,turbi_med,turbi_bes,turbi_min,turbi_max,dts_temp_water,phosphate_con,ph_v2,spec_cond_v2,diss_oxy_con_v2,diss_oxy_sat_v2,turbi_mean_v2
WQS9902,2017-04-18 11:01:00-05,,0.03,0.03,21.79,6.8,330.0,8.15,95.1,,,,,,,,,22.9,,,,,,
WQS9902,2017-04-18 11:41:00-05,,0.03,0.03,21.92,6.8,331.0,8.15,95.4,,,,,,,,,22.9,,,,,,
WQS9902,2017-04-18 11:44:00-05,,0.03,0.03,21.93,6.8,331.0,8.16,95.5,,,,,,,,,23.0,,,,,,
WQS9902,2017-05-12 14:40:00-05,11.24,0.16,0.83,22.68,6.67,328.0,,,,,50.3,0.12,50.21,50.25,49.77,51.07,22.2,,,,,,
WQS9902,2017-05-12 14:45:00-05,11.24,0.16,0.84,22.71,6.67,328.0,,,,,49.75,0.06,49.71,49.73,49.34,50.22,22.3,,,,,,
WQS9902,2017-05-12 15:00:00-05,11.25,0.16,0.84,22.78,6.67,328.0,,,,,43.93,0.01,43.93,43.94,43.74,44.11,22.4,,,,,,
WQS9902,2017-05-12 15:15:00-05,11.25,0.16,0.84,22.85,6.67,328.0,,,,,40.87,0.01,40.84,40.86,40.6,41.1,22.5,,,,,,
WQS9902,2017-05-12 15:30:00-05,11.25,0.16,0.84,22.9,6.67,328.0,,,,,38.66,0.02,38.63,38.64,38.44,39.03,22.5,,,,,,
WQS9902,2017-05-12 15:45:00-05,11.25,0.16,0.84,22.97,6.67,328.0,,,,,36.97,0.08,36.84,36.9,36.55,37.56,22.6,,,,,,
WQS9902,2017-05-12 16:00:00-05,11.25,0.17,0.84,23.02,6.67,329.0,,,,,36.3,0.02,36.39,36.34,36.01,36.49,22.7,,,,,,
WQS9902,2017-05-12 16:15:00-05,11.24,0.17,0.84,23.08,6.67,329.0,,,,,36.31,0.01,36.33,36.32,36.04,36.49,22.8,,,,,,
WQS9902,2017-05-12 16:30:00-05,11.24,0.16,0.84,23.13,6.67,329.0,,,,,36.35,0.06,36.36,36.35,35.85,36.81,22.9,,,,,,
WQS9902,2017-05-12 16:45:00-05,11.24,0.17,0.84,23.18,6.67,329.0,,,,,35.31,0.05,35.21,35.26,34.94,35.69,23.0,,,,,,
WQS9902,2017-05-12 17:00:00-05,11.24,0.16,0.84,23.23,6.66,329.0,,,,,34.22,0.03,34.22,34.22,33.85,34.54,23.1,,,,,,
WQS9902,2017-05-12 17:15:00-05,11.24,0.16,0.84,23.29,6.66,329.0,,,,,33.57,0.06,33.53,33.55,33.18,34.06,23.2,,,,,,
