site_uid,datetime,nitrate_con,r_exc,m_exc,temp_water,ph,spec_cond,diss_oxy_con,diss_oxy_sat,chloro_v,chloro_con,turbi_mean,turbi_var,turbi_med,turbi_bes,turbi_min,turbi_max,dts_temp_water,phosphate_con,ph_v2,spec_cond_v2,diss_oxy_con_v2,diss_oxy_sat_v2,turbi_mean_v2
WQS0121,2025-06-06 12:05:00-05,,0.04,0.03,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-06 12:10:00-05,,0.04,0.03,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 10:34:00-05,5.48,0.32,0.89,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 10:43:00-05,5.51,0.31,0.89,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 11:00:00-05,5.55,0.31,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 11:15:00-05,5.54,0.3,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 11:20:00-05,5.53,0.31,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 11:25:00-05,5.54,0.31,0.89,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 11:30:00-05,5.53,0.31,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 11:35:00-05,5.53,0.31,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 11:40:00-05,5.53,0.31,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 11:45:00-05,5.53,0.31,0.89,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 11:50:00-05,5.53,0.32,0.89,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 11:55:00-05,5.52,0.31,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 12:00:00-05,5.5,0.31,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 12:05:00-05,5.5,0.32,0.89,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 12:10:00-05,5.49,0.31,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 12:15:00-05,5.5,0.31,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 12:20:00-05,5.5,0.31,0.88,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 12:25:00-05,5.51,0.54,1.11,,,,,,,,,,,,,,,,,,,,
WQS0121,2025-06-10 12:30:00-05,5.52,0.36,0.93,,,,,,,,,,,,,,,,,,,,
