site_uid,datetime,nitrate_con,r_exc,m_exc,temp_water,ph,spec_cond,diss_oxy_con,diss_oxy_sat,chloro_v,chloro_con,turbi_mean,turbi_var,turbi_med,turbi_bes,turbi_min,turbi_max,dts_temp_water,phosphate_con,ph_v2,spec_cond_v2,diss_oxy_con_v2,diss_oxy_sat_v2,turbi_mean_v2
WQS0078,2018-03-12 10:35:00-05,3.45,0.05,0.26,,,,,,,,3.99,,3.99,3.99,3.94,4.05,18.6,,,,,,
WQS0078,2018-03-23 15:24:00-05,3.06,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 15:25:00-05,3.06,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 15:30:00-05,3.06,0.07,0.27,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 15:45:00-05,3.05,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 16:00:00-05,3.03,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 16:15:00-05,3.04,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 16:30:00-05,3.04,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 16:45:00-05,3.04,0.07,0.27,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 17:00:00-05,3.05,0.07,0.27,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 17:15:00-05,3.05,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 17:30:00-05,3.05,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 17:45:00-05,3.05,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 18:00:00-05,3.05,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 18:15:00-05,3.05,0.07,0.28,,,,,,,,,,,,,,,,,,,,
WQS0078,2018-03-23 18:30:00-05,3.06,0.07,0.28,,,,,,,,,,,,,,,,,,,,
