site_uid,datetime,nitrate_con,r_exc,m_exc,temp_water,ph,spec_cond,diss_oxy_con,diss_oxy_sat,chloro_v,chloro_con,turbi_mean,turbi_var,turbi_med,turbi_bes,turbi_min,turbi_max,dts_temp_water,phosphate_con,ph_v2,spec_cond_v2,diss_oxy_con_v2,diss_oxy_sat_v2,turbi_mean_v2
WQS0124,2025-08-12 10:09:00-05,20.66,2.34,2.86,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 10:11:00-05,18.96,1.32,2.4,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 10:13:00-05,16.48,0.9,1.96,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 10:18:00-05,15.03,0.66,1.69,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 10:23:00-05,15.1,0.85,1.9,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 10:50:00-05,14.9,0.6,1.63,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 10:55:00-05,14.79,0.61,1.63,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:00:00-05,14.87,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:05:00-05,14.88,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:10:00-05,14.88,0.6,1.62,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:15:00-05,14.91,0.6,1.62,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:20:00-05,14.88,0.6,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:25:00-05,14.88,0.6,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:30:00-05,14.88,0.61,1.63,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:35:00-05,14.91,0.6,1.63,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:40:00-05,14.87,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:45:00-05,14.82,0.6,1.63,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:50:00-05,14.88,0.6,1.62,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 11:55:00-05,14.85,0.6,1.62,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:00:00-05,14.85,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:05:00-05,14.9,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:10:00-05,14.88,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:15:00-05,14.86,0.61,1.63,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:20:00-05,14.91,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:25:00-05,14.88,0.6,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:30:00-05,14.88,0.6,1.63,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:35:00-05,14.85,0.6,1.62,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:40:00-05,14.85,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:45:00-05,14.88,0.6,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:50:00-05,14.86,0.6,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 12:55:00-05,14.83,0.6,1.63,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:00:00-05,14.86,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:05:00-05,14.86,0.58,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:10:00-05,14.86,0.6,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:15:00-05,14.86,0.6,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:20:00-05,14.82,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:25:00-05,14.88,0.6,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:30:00-05,14.88,0.6,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:35:00-05,14.87,0.6,1.62,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:40:00-05,14.88,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:45:00-05,14.9,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:50:00-05,14.92,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 13:55:00-05,14.86,0.6,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 14:00:00-05,14.9,0.58,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 14:05:00-05,14.94,0.59,1.61,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 14:10:00-05,14.91,0.6,1.62,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 14:15:00-05,14.9,0.6,1.62,,,,,,,,,,,,,,,,,,,,
WQS0124,2025-08-12 14:20:00-05,14.94,0.59,1.61,,,,,,,,,,,,,,,,,,,,
