datetime,site_uid,nitrate_con,discharge
2013-04-28 06:45:00+00:00,USGS-05480986,38.4,4.91
2013-04-28 07:00:00+00:00,USGS-05480986,38.4,4.91
2013-04-28 07:15:00+00:00,USGS-05480986,38.4,4.91
2013-04-28 07:30:00+00:00,USGS-05480986,38.4,4.91
2013-04-28 07:45:00+00:00,USGS-05480986,38.4,4.91
2013-04-28 08:00:00+00:00,USGS-05480986,38.4,4.91
2013-04-28 08:15:00+00:00,USGS-05480986,38.4,4.91
2013-04-28 08:30:00+00:00,USGS-05480986,38.4,4.91
2013-04-28 08:45:00+00:00,USGS-05480986,38.4,4.91
2013-04-28 09:00:00+00:00,USGS-05480986,38.4,4.74
2013-04-28 09:15:00+00:00,USGS-05480986,38.4,4.74
2013-04-28 09:30:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 09:45:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 10:00:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 10:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 10:30:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 10:45:00+00:00,USGS-05480986,38.4,4.74
2013-04-28 11:00:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 11:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 11:30:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 11:45:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 12:00:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 12:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 12:30:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 12:45:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 13:00:00+00:00,USGS-05480986,38.4,4.74
2013-04-28 13:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 13:30:00+00:00,USGS-05480986,38.4,4.74
2013-04-28 13:45:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 14:00:00+00:00,USGS-05480986,38.4,4.74
2013-04-28 14:15:00+00:00,USGS-05480986,38.4,4.74
2013-04-28 14:30:00+00:00,USGS-05480986,38.4,4.74
2013-04-28 14:45:00+00:00,USGS-05480986,38.4,4.74
2013-04-28 15:00:00+00:00,USGS-05480986,38.4,4.74
2013-04-28 15:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 15:30:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 15:45:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 16:00:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 16:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 16:30:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 16:45:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 17:00:00+00:00,USGS-05480986,38.6,4.74
2013-04-28 17:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 17:30:00+00:00,USGS-05480986,38.6,4.74
2013-04-28 17:45:00+00:00,USGS-05480986,38.6,4.74
2013-04-28 18:00:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 18:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 18:30:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 18:45:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 19:00:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 19:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 19:30:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 19:45:00+00:00,USGS-05480986,38.5,4.58
2013-04-28 20:00:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 20:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 20:30:00+00:00,USGS-05480986,38.5,4.58
2013-04-28 20:45:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 21:00:00+00:00,USGS-05480986,38.5,4.58
2013-04-28 21:15:00+00:00,USGS-05480986,38.5,4.74
2013-04-28 21:30:00+00:00,USGS-05480986,38.5,4.58
2013-04-28 21:45:00+00:00,USGS-05480986,38.4,4.58
2013-04-28 22:00:00+00:00,USGS-05480986,38.4,4.58
2013-04-28 22:15:00+00:00,USGS-05480986,38.4,4.58
2013-04-28 22:30:00+00:00,USGS-05480986,38.4,4.58
2013-04-28 22:45:00+00:00,USGS-05480986,38.4,4.58
2013-04-28 23:00:00+00:00,USGS-05480986,38.4,4.58
2013-04-28 23:15:00+00:00,USGS-05480986,38.4,4.58
2013-04-28 23:30:00+00:00,USGS-05480986,38.4,4.58
2013-04-28 23:45:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 00:00:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 00:15:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 00:30:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 00:45:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 01:00:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 01:15:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 01:30:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 01:45:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 02:00:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 02:15:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 02:30:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 02:45:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 03:00:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 03:15:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 03:30:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 03:45:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 04:00:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 04:15:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 04:30:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 04:45:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 05:00:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 05:15:00+00:00,USGS-05480986,38.3,4.58
2013-04-29 05:30:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 05:45:00+00:00,USGS-05480986,38.3,4.58
2013-04-29 06:00:00+00:00,USGS-05480986,38.3,4.58
2013-04-29 06:15:00+00:00,USGS-05480986,38.3,4.58
2013-04-29 06:30:00+00:00,USGS-05480986,38.3,4.58
2013-04-29 06:45:00+00:00,USGS-05480986,38.3,4.58
2013-04-29 07:00:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 07:15:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 07:30:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 07:45:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 08:00:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 08:15:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 08:30:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 08:45:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 09:00:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 09:15:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 09:30:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 09:45:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 10:00:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 10:15:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 10:30:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 10:45:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 11:00:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 11:15:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 11:30:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 11:45:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 12:00:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 12:15:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 12:30:00+00:00,USGS-05480986,38.5,4.42
2013-04-29 12:45:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 13:00:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 13:15:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 13:30:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 13:45:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 14:00:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 14:15:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 14:30:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 14:45:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 15:00:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 15:15:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 15:30:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 15:45:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 16:00:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 16:15:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 16:30:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 16:45:00+00:00,USGS-05480986,38.4,4.42
2013-04-29 17:00:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 17:15:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 17:30:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 17:45:00+00:00,USGS-05480986,38.4,4.58
2013-04-29 18:00:00+00:00,USGS-05480986,38.4,5.99
2013-04-29 18:15:00+00:00,USGS-05480986,38.4,10.2
2013-04-29 18:30:00+00:00,USGS-05480986,38.6,12.4
2013-04-29 18:45:00+00:00,USGS-05480986,38.6,12.9
2013-04-29 19:00:00+00:00,USGS-05480986,38.6,13.1
2013-04-29 19:15:00+00:00,USGS-05480986,38.8,13.1
2013-04-29 19:30:00+00:00,USGS-05480986,39.1,13.4
2013-04-29 19:45:00+00:00,USGS-05480986,39.2,13.1
2013-04-29 20:00:00+00:00,USGS-05480986,38.9,13.1
2013-04-29 20:15:00+00:00,USGS-05480986,38.4,12.9
2013-04-29 20:30:00+00:00,USGS-05480986,37.9,12.9
2013-04-29 20:45:00+00:00,USGS-05480986,37.8,12.6
2013-04-29 21:00:00+00:00,USGS-05480986,37.7,12.6
2013-04-29 21:15:00+00:00,USGS-05480986,37.6,12.4
2013-04-29 21:30:00+00:00,USGS-05480986,37.1,12.4
2013-04-29 21:45:00+00:00,USGS-05480986,36.1,12.1
2013-04-29 22:00:00+00:00,USGS-05480986,34.5,12.1
2013-04-29 22:15:00+00:00,USGS-05480986,32.9,12.1
2013-04-29 22:30:00+00:00,USGS-05480986,31.6,11.9
2013-04-29 22:45:00+00:00,USGS-05480986,30.7,11.9
2013-04-29 23:00:00+00:00,USGS-05480986,30.4,11.9
2013-04-29 23:15:00+00:00,USGS-05480986,30.3,11.6
2013-04-29 23:30:00+00:00,USGS-05480986,30.4,11.6
2013-04-29 23:45:00+00:00,USGS-05480986,30.7,11.4
2013-04-30 00:00:00+00:00,USGS-05480986,30.9,11.4
2013-04-30 00:15:00+00:00,USGS-05480986,31.1,11.4
2013-04-30 00:30:00+00:00,USGS-05480986,31.3,11.4
2013-04-30 00:45:00+00:00,USGS-05480986,31.6,11.4
2013-04-30 01:00:00+00:00,USGS-05480986,31.7,11.1
2013-04-30 01:15:00+00:00,USGS-05480986,31.9,11.1
2013-04-30 01:30:00+00:00,USGS-05480986,32.0,11.1
2013-04-30 01:45:00+00:00,USGS-05480986,32.3,10.9
2013-04-30 02:00:00+00:00,USGS-05480986,32.5,10.9
2013-04-30 02:15:00+00:00,USGS-05480986,32.7,10.9
2013-04-30 02:30:00+00:00,USGS-05480986,32.9,10.9
2013-04-30 02:45:00+00:00,USGS-05480986,33.1,10.9
2013-04-30 03:00:00+00:00,USGS-05480986,33.3,10.6
2013-04-30 03:15:00+00:00,USGS-05480986,33.5,10.6
2013-04-30 03:30:00+00:00,USGS-05480986,33.6,10.6
2013-04-30 03:45:00+00:00,USGS-05480986,33.8,10.6
2013-04-30 04:00:00+00:00,USGS-05480986,33.9,10.4
2013-04-30 04:15:00+00:00,USGS-05480986,34.0,10.4
2013-04-30 04:30:00+00:00,USGS-05480986,34.1,10.4
2013-04-30 04:45:00+00:00,USGS-05480986,34.2,10.2
2013-04-30 05:00:00+00:00,USGS-05480986,34.2,10.4
2013-04-30 05:15:00+00:00,USGS-05480986,34.2,10.4
2013-04-30 05:30:00+00:00,USGS-05480986,34.1,10.4
2013-04-30 05:45:00+00:00,USGS-05480986,34.2,10.4
2013-04-30 06:00:00+00:00,USGS-05480986,34.2,10.4
2013-04-30 06:15:00+00:00,USGS-05480986,34.2,10.4
2013-04-30 06:30:00+00:00,USGS-05480986,34.4,10.2
2013-04-30 06:45:00+00:00,USGS-05480986,34.5,10.2
2013-04-30 07:00:00+00:00,USGS-05480986,34.5,10.2
2013-04-30 07:15:00+00:00,USGS-05480986,34.5,10.2
2013-04-30 07:30:00+00:00,USGS-05480986,34.6,10.2
2013-04-30 07:45:00+00:00,USGS-05480986,34.6,10.2
2013-04-30 08:00:00+00:00,USGS-05480986,34.7,9.91
2013-04-30 08:15:00+00:00,USGS-05480986,34.7,9.91
2013-04-30 08:30:00+00:00,USGS-05480986,34.8,9.91
2013-04-30 08:45:00+00:00,USGS-05480986,34.9,9.91
2013-04-30 09:00:00+00:00,USGS-05480986,34.9,9.64
2013-04-30 09:15:00+00:00,USGS-05480986,34.9,9.64
2013-04-30 09:30:00+00:00,USGS-05480986,35.0,9.64
2013-04-30 09:45:00+00:00,USGS-05480986,35.0,9.64
2013-04-30 10:00:00+00:00,USGS-05480986,35.1,9.64
2013-04-30 10:15:00+00:00,USGS-05480986,35.2,9.64
2013-04-30 10:30:00+00:00,USGS-05480986,35.2,9.38
2013-04-30 10:45:00+00:00,USGS-05480986,35.2,9.38
2013-04-30 11:00:00+00:00,USGS-05480986,35.3,9.38
2013-04-30 11:15:00+00:00,USGS-05480986,35.3,9.38
2013-04-30 11:30:00+00:00,USGS-05480986,35.3,9.38
2013-04-30 11:45:00+00:00,USGS-05480986,35.4,9.38
2013-04-30 12:00:00+00:00,USGS-05480986,35.3,9.38
2013-04-30 12:15:00+00:00,USGS-05480986,35.4,9.38
2013-04-30 12:30:00+00:00,USGS-05480986,35.4,9.38
2013-04-30 12:45:00+00:00,USGS-05480986,35.4,9.64
2013-04-30 13:00:00+00:00,USGS-05480986,35.6,9.91
2013-04-30 13:15:00+00:00,USGS-05480986,35.6,9.91
2013-04-30 13:30:00+00:00,USGS-05480986,35.6,9.91
2013-04-30 13:45:00+00:00,USGS-05480986,35.6,9.91
2013-04-30 14:00:00+00:00,USGS-05480986,35.6,9.91
2013-04-30 14:15:00+00:00,USGS-05480986,35.8,9.91
2013-04-30 14:30:00+00:00,USGS-05480986,35.8,9.91
2013-04-30 14:45:00+00:00,USGS-05480986,35.8,9.91
2013-04-30 15:00:00+00:00,USGS-05480986,35.8,9.91
2013-04-30 15:15:00+00:00,USGS-05480986,35.8,9.91
2013-04-30 15:30:00+00:00,USGS-05480986,35.8,9.91
2013-04-30 15:45:00+00:00,USGS-05480986,35.8,9.91
2013-04-30 16:00:00+00:00,USGS-05480986,35.8,9.91
2013-04-30 16:15:00+00:00,USGS-05480986,35.9,9.64
2013-04-30 16:30:00+00:00,USGS-05480986,35.9,9.64
2013-04-30 16:45:00+00:00,USGS-05480986,36.0,9.64
2013-04-30 17:00:00+00:00,USGS-05480986,36.1,9.64
2013-04-30 17:15:00+00:00,USGS-05480986,36.1,9.64
2013-04-30 17:30:00+00:00,USGS-05480986,36.1,9.64
2013-04-30 17:45:00+00:00,USGS-05480986,36.1,9.38
2013-04-30 18:00:00+00:00,USGS-05480986,36.1,9.38
2013-04-30 18:15:00+00:00,USGS-05480986,35.9,9.38
2013-04-30 18:30:00+00:00,USGS-05480986,35.9,9.38
2013-04-30 18:45:00+00:00,USGS-05480986,35.6,9.38
2013-04-30 19:00:00+00:00,USGS-05480986,35.5,9.12
2013-04-30 19:15:00+00:00,USGS-05480986,35.4,9.12
2013-04-30 19:30:00+00:00,USGS-05480986,35.2,9.12
2013-04-30 19:45:00+00:00,USGS-05480986,35.1,9.12
2013-04-30 20:00:00+00:00,USGS-05480986,34.9,9.12
2013-04-30 20:15:00+00:00,USGS-05480986,34.9,8.87
2013-04-30 20:30:00+00:00,USGS-05480986,34.8,9.12
2013-04-30 20:45:00+00:00,USGS-05480986,34.8,8.87
2013-04-30 21:00:00+00:00,USGS-05480986,34.8,8.87
2013-04-30 21:15:00+00:00,USGS-05480986,34.7,8.87
2013-04-30 21:30:00+00:00,USGS-05480986,34.7,8.87
2013-04-30 21:45:00+00:00,USGS-05480986,34.7,8.87
2013-04-30 22:00:00+00:00,USGS-05480986,34.7,8.87
2013-04-30 22:15:00+00:00,USGS-05480986,34.7,8.62
2013-04-30 22:30:00+00:00,USGS-05480986,34.8,8.62
2013-04-30 22:45:00+00:00,USGS-05480986,34.9,8.62
2013-04-30 23:00:00+00:00,USGS-05480986,34.9,8.62
2013-04-30 23:15:00+00:00,USGS-05480986,34.9,8.62
2013-04-30 23:30:00+00:00,USGS-05480986,34.9,8.62
2013-04-30 23:45:00+00:00,USGS-05480986,34.9,8.62
2013-05-01 00:00:00+00:00,USGS-05480986,35.0,8.37
2013-05-01 00:15:00+00:00,USGS-05480986,35.0,8.37
2013-05-01 00:30:00+00:00,USGS-05480986,35.1,8.37
2013-05-01 00:45:00+00:00,USGS-05480986,35.1,8.37
2013-05-01 01:00:00+00:00,USGS-05480986,35.2,8.37
2013-05-01 01:15:00+00:00,USGS-05480986,35.2,8.37
2013-05-01 01:30:00+00:00,USGS-05480986,35.3,8.37
2013-05-01 01:45:00+00:00,USGS-05480986,35.3,8.37
2013-05-01 02:00:00+00:00,USGS-05480986,35.4,8.13
2013-05-01 02:15:00+00:00,USGS-05480986,35.4,8.13
2013-05-01 02:30:00+00:00,USGS-05480986,35.4,8.13
2013-05-01 02:45:00+00:00,USGS-05480986,35.4,8.13
2013-05-01 03:00:00+00:00,USGS-05480986,35.4,8.13
2013-05-01 03:15:00+00:00,USGS-05480986,35.5,8.13
2013-05-01 03:30:00+00:00,USGS-05480986,35.5,8.13
2013-05-01 03:45:00+00:00,USGS-05480986,35.6,8.13
2013-05-01 04:00:00+00:00,USGS-05480986,35.6,8.13
2013-05-01 04:15:00+00:00,USGS-05480986,35.6,8.13
2013-05-01 04:30:00+00:00,USGS-05480986,35.7,8.13
2013-05-01 04:45:00+00:00,USGS-05480986,35.8,7.9
2013-05-01 05:00:00+00:00,USGS-05480986,35.8,7.9
2013-05-01 05:15:00+00:00,USGS-05480986,35.8,7.9
2013-05-01 05:30:00+00:00,USGS-05480986,35.9,7.9
2013-05-01 05:45:00+00:00,USGS-05480986,35.9,7.9
2013-05-01 06:00:00+00:00,USGS-05480986,36.0,7.9
2013-05-01 06:15:00+00:00,USGS-05480986,36.1,7.67
2013-05-01 06:30:00+00:00,USGS-05480986,36.1,7.67
2013-05-01 06:45:00+00:00,USGS-05480986,36.2,7.67
2013-05-01 07:00:00+00:00,USGS-05480986,36.2,7.67
2013-05-01 07:15:00+00:00,USGS-05480986,36.3,7.67
2013-05-01 07:30:00+00:00,USGS-05480986,36.3,7.44
2013-05-01 07:45:00+00:00,USGS-05480986,36.3,7.44
2013-05-01 08:00:00+00:00,USGS-05480986,36.5,7.44
2013-05-01 08:15:00+00:00,USGS-05480986,36.5,7.44
2013-05-01 08:30:00+00:00,USGS-05480986,36.5,7.44
2013-05-01 08:45:00+00:00,USGS-05480986,36.5,7.44
2013-05-01 09:00:00+00:00,USGS-05480986,36.6,7.22
2013-05-01 09:15:00+00:00,USGS-05480986,36.7,7.22
2013-05-01 09:30:00+00:00,USGS-05480986,36.7,7.22
2013-05-01 09:45:00+00:00,USGS-05480986,36.8,7.22
2013-05-01 10:00:00+00:00,USGS-05480986,36.8,7.22
2013-05-01 10:15:00+00:00,USGS-05480986,36.8,7.22
2013-05-01 10:30:00+00:00,USGS-05480986,36.8,7.22
2013-05-01 10:45:00+00:00,USGS-05480986,36.9,7.22
2013-05-01 11:00:00+00:00,USGS-05480986,37.0,7.01
2013-05-01 11:15:00+00:00,USGS-05480986,37.0,7.22
2013-05-01 11:30:00+00:00,USGS-05480986,37.0,7.01
2013-05-01 11:45:00+00:00,USGS-05480986,37.1,7.01
2013-05-01 12:00:00+00:00,USGS-05480986,37.2,7.01
2013-05-01 12:15:00+00:00,USGS-05480986,37.2,7.01
2013-05-01 12:30:00+00:00,USGS-05480986,37.3,7.01
2013-05-01 12:45:00+00:00,USGS-05480986,37.3,7.01
2013-05-01 13:00:00+00:00,USGS-05480986,37.3,7.01
2013-05-01 13:15:00+00:00,USGS-05480986,37.4,7.01
2013-05-01 13:30:00+00:00,USGS-05480986,37.5,7.01
2013-05-01 13:45:00+00:00,USGS-05480986,37.5,7.01
2013-05-01 14:00:00+00:00,USGS-05480986,37.5,7.01
2013-05-01 14:15:00+00:00,USGS-05480986,37.5,6.8
2013-05-01 14:30:00+00:00,USGS-05480986,37.5,6.8
